id,trigger,conditions,script,text,options,notes
"hegtales_Quest3Question3
",DialogOptionSelected,$option == hegtales_Quest3Question3,,"Defectum smirks as he adjusts his sunglasses. ""For more than twenty years, I have lived with an Ossum family target painted squarely on my back. And yet, here I am—still standing, still leading my men. You’re not the first upstart captain to come after me, not the first to talk about settling some so-called debt.""

""Let me give you some advice,"" he continues ""Make yourself useful and walk away. Some things are best left buried, forgotten in the ashes of the past. And let’s be honest —your so-called family? They’ll never truly see you as one of their own.""
",,
hegtales_Quest3Question4,DialogOptionSelected,$option == hegtales_Quest3Question4,,"His face hardens. ""No,"" he says flatly, his tone leaving no room for negotiation. 

""I will never give you the access codes to the minefield guarding the HSS Retaliation. I will never reveal its location. And with that minefield in place, you’ll never reach it without blowing it, and yourself, to smithereens.""

""There’s only one way this ends peacefully: you turn around, leave, and stop playing lapdog to those Hegemonic blue-blooded morons. Walk away, and maybe, just maybe—you’ll live to regret it.""

Defectum reclines back into his chair, his gaze piercing and unyielding. ""Your move, Captain.""",,
hegtales_Quest3QuestionEnd,DialogOptionSelected,$option == hegtales_Quest3QuestionEnd,"MakeOtherFleetHostile warnAttack true
MakeOtherFleetAggressive true
Call $global.hegtales_Quest3_ref playMusicDefectum
$entity.ignorePlayerCommRequests = true
MakeOtherFleetPreventDisengage true","""I led my fleet here under the pretense of a show of exercises for the people of Nortia. Now, I’ll give them a real show, a demonstration of the Sindrian Diktat’s might,by turning you and your fleet into dust.""

He leans closer to the comms. 
""Burn bright, Captain. And when you meet Christian in the void, be sure to give him my regards.""

The transmission cuts.",cutCommLink:Cut the comm link,
hegtales_Quest3_defectumkilled,hegtales_Quest3_defectum_kill,$someShipsDestroyed,"SetTextHighlights Duzahk

AdjustRep sindrian_diktat HOSTILE -100

AdjustRep lions_guard HOSTILE -100

$global.hegtales_know_retaliation = true
$global.hegtales_Quest3_FIND_RETALIATION = true
Call $global.hegtales_Quest3_ref updateStage","Your crew gathers the remains of the destroyed ships.

In the bridge of the destroyed Executor, you find a blackbox. Clearly left by Defectum on purpose.

Your salvage crew manages to recover some codes, amongst them that seem to be for some explosives and a minefield in the inner Duzahk system.",,
,,,,,,
,,,,,,
,,,,,,
hss_retaliation_openDialog,PopulateSalvageOptions1,"$global.hegtales_know_retaliation
$hegtales_ret_eventRef != null","AddText ""The ship is surrounded by mines and there are many messages in all channels that approaching the vessel would lead to it's destruction."" 

SetOptionColor salExplore highlight

SetEnabled salExplore false
SetTooltip salExplore ""You should find more information about this vessel.""
FireBest hssretaliationCheck",,,
hss_retaliation_openDialogWarning,PopulateSalvageOptions1,"!$global.hegtales_know_retaliation
$hegtales_ret_eventRef != null","AddText ""The ship is surrounded by mines and there are many messages in all channels that approaching the vessel would lead to it's destruction."" 

AddTextSmall ""You find a Brass Skull painted on the side of the hull. Maybe you should find more information about it."" gray
SetTextHighlights Brass Skull

SetEnabled salExplore false
SetTooltip salExplore ""You should find more information about this vessel.""
FireBest hssretaliationCheck",,,
hss_retaliation_salvage,DialogOptionSelected,"$option == salExplore
$global.hegtales_know_retaliation
$hegtales_ret_eventRef != null",,"The codes from Defectum work flawlessly, and the once-imposing minefield deactivates in real time, its deadly presence reduced to inert silence. 

Your Operations Officer turns to you and gives a confident thumbs-up.

Without hesitation, you give the order to dispatch the salvage crews, entering the hulk of the ship.",hss_retaliation_continue:Continue,
hss_retaliation_continueLoot,DialogOptionSelected,$option == hss_retaliation_continue,"hss_retaliation
$hegtales_ret_eventRef = null

$global.hegtales_Quest3_RETURN_EVENTIDE = true
Call $global.hegtales_Quest3_ref updateStage
AddTextSmall ""You should totally recover the HSS Retaliation, House Ossum would love to see it again.."" gray
SetTextHighlights HSS Retaliation","The salvage crew reports back with a somber tone. ""Captain, we've reached the bridge. It's… not a pleasant sight. He's still in his command chair.""

You give the order to recover his remains with the utmost care. and for them to bring them to the fleet.

Alongside the Admiral's remains, they collect personal effects—a rusted badge of rank, a brass skull family pin, and a tripad clutched in his skeletal hand.

",0:salExplore:Continue,
HssretaliationCheck2Check,hssretaliationCheck,$global.hegtales_know_retaliation,"SetEnabled salExplore true
SetTooltip salExplore ""You know what ship this is...""",,,
hss_retaliation_openPray,PopulateSalvageOptions1,"$hegtales_ret_eventRef != null
!$global.hegtales_pray_retribution",,,hss_retaliation_openprayed:Pray for the Lost souls.,
hss_retaliation_openPray1,DialogOptionSelected,"$option == hss_retaliation_openprayed
","AddStoryPoints 1
$global.hegtales_pray_retribution = true
FireAll PopulateSalvageOptions1","You give the fallen men and women of this spaceship a moment of silence.

The mood in your bridge is very grim and quiet.",,
,,,,,,
hegtales_Quest3_has_retaliation,PopulateOptions,"$id == hegtales_borealis
PlayerFleetHasShipWithBaseHull heg_retaliation
$global.hegtales_Quest3_missionCompleted score:500",,,4:hegtales_Quest3_has_retaliation_start:I have the HSS Retaliation,
hegtales_Quest3_has_retaliation_start,DialogOptionSelected,$option == hegtales_Quest3_has_retaliation_start,,oh you do? Right.,,
,,,,,,
,,,,,,
hegtales_Quest3_ReturnRet,PickGreeting,"$id == hegtales_borealis
$hegtales_Quest3_RETURN_EVENTIDE score:1000
PlayerFleetHasShipWithBaseHull heg_retaliation
Call $global.hegtales_Quest3_ref updateData
!$global.hegtales_Quest3_missionCompleted","ShowPersonVisual
AdjustRepPerson hegtales_borealis FRIENDLY 10","His eyes widen in shock while he gestures sharply off-screen, clearly ordering someone to verify the readings he's getting. Rising from his chair, he leans closer to the comms.

""Do you have the HSS Retaliation?"" He wonders like a child.

""That's... incredible. Impressive... Amazing..."" he murmurs, ""You have no idea what this means. For the me... for House Ossum... for all of us. This means you dealt with Defectum?""","hegtales_Quest3_ReturnRet2:""Yes.""",
hegtales_Quest3_Return,PickGreeting,"$id == hegtales_borealis
$hegtales_Quest3_RETURN_EVENTIDE score:600
Call $global.hegtales_Quest3_ref updateData
!$global.hegtales_Quest3_missionCompleted",ShowPersonVisual,"""Captain, have you dealt with Defectum?""","hegtales_Quest3_ReturnRet2:""Yes.""",
hegtales_Quest3_ReturnRet2,DialogOptionSelected,$option == hegtales_Quest3_ReturnRet2,,"""And my father's remains? Do you have them?"" he asks, his voice tinged with a mix of excitement and desperation.

In response, you lift the brass pin recovered from the wreck of the HSS Retaliation into view through the comms. The simple object gleams faintly, its significance far outweighing its humble appearance.

Borealis seems shocked. ""Tell me everything. How did you manage this?""",hegtales_Quest3_ReturnRet3:Tell him what happened,
hegtales_Quest3_ReturnRet3,DialogOptionSelected,$option == hegtales_Quest3_ReturnRet3,ShowImageVisual ossum_castle,"Not long after presenting proof of your success, Borealis insists, almost demands, that you bring his father’s belongings and remains to Ossum Castle aboard a shuttle. 

As your shuttle touches down on the castle’s expansive landing pad, you’re greeted by an imposing scene. Guards stand at attention in formal Hegemony attire, their polished armor reflecting the dim light of the overcast sky. Officers in dress uniforms form a quiet, respectful line. All of House Ossum is present. Evem Hannah stands with a composed yet somber air, her hands clasped tightly before her. Beside Australis is a woman wearing glasses, her presence unassuming but her closeness to him evident. Most likely his wife.",hegtales_Quest3_ReturnRet4:Continue,
hegtales_Quest3_ReturnRet4,DialogOptionSelected,$option == hegtales_Quest3_ReturnRet4,ShowImageVisual eventide,"As the shuttle’s ramp lowers with a metallic hiss, you and an escort of Hegemony Marines carefully carry the casket down to the platform. The casket is draped in a ceremonial cloth bearing the Ossum family crest. Borealis steps forward, his normally stoic demeanor faltering as he takes hold of the front of the casket. For a moment, he becomes just a grieving son rather than a high-ranking Hegemony official. Without a word, he helps bear the weight, leading the procession past his family and through the towering gates of the castle.",hegtales_Quest3_ReturnRet5:Continue,
hegtales_Quest3_ReturnRet5,DialogOptionSelected,$option == hegtales_Quest3_ReturnRet5,"BeginConversation hegtales_australis
AdjustRepPerson hegtales_australis FRIENDLY 10","You pause at the entrance, watching as Borealis and his family carry the casket into the castle’s shadowed interior. Before you can linger too long, Australis approaches you, placing a hand on your shoulder, his grip firm but not unkind.

""You’ve done well, Captain,"" he says, ""You can leave if you wish. This is a family matter now.""

He pauses, glancing toward the castle’s entrance where the procession has disappeared., ""But know this, you’ve earned the respect of House Ossum. That’s no small thing.""","hegtales_Quest3_ReturnRet6:""I want to stay.""
hegtales_Quest3_ReturnEnd:Say your goodbyes",
hegtales_Quest3_ReturnRet6,DialogOptionSelected,$option == hegtales_Quest3_ReturnRet6,ShowImageVisual house_ossum,"Your words catch Australis off guard. His brow raises slightly, but he doesn’t question your decision. With a small nod, he gestures for you to follow, leading you inside the grand halls of Ossum Castle. There is a huge contrast, the laughter and playful chatter of children echo through the corridors. They dart past, their carefree energy a stark juxtaposition to the heavy air surrounding the ceremony.

The procession moves deeper into the castle, its path deliberate and unhurried. Finally, it comes to a halt in a vast hall. The space is grand yet somber, its vaulted ceilings adorned with banners bearing the Ossum family crest and Hegemony flags, you even notice the flag of the Dominion. At the center of the hall stands a pedestal, intricately carved from dark stone, clearly prepared for this moment. The casket is carefully placed upon it.",hegtales_Quest3_ReturnRet7:Continue,
hegtales_Quest3_ReturnRet7,DialogOptionSelected,$option == hegtales_Quest3_ReturnRet7,"BeginConversation hegtales_borealis
AdjustRepPerson hegtales_borealis FRIENDLY 5","As the family and their attendants step back, their attention shifts to the casket, each lost in their own thoughts. You remain near the entrance, observing the scene. Borealis notices you haven’t left. His green eyes lock onto yours, and for a moment, he seems unsure of what to say. Then, with purposeful strides, he approaches you.

Without a word, he extends his hand, and you meet it with a firm handshake.

""Thank you, the Hegemony... No, I thank you, $playerName.""

For a man of his stature and rank.. It’s not just gratitude—it’s respect, the kind earned through action and trust.",hegtales_Quest3_ReturnRet8:Continue,
hegtales_Quest3_ReturnRet8,DialogOptionSelected,$option == hegtales_Quest3_ReturnRet8,"ShowImageVisual eventide
AdjustRep hegemony FRIENDLY 5","The remainder of the day unfolds in a mixture of solemnity and celebration. The ceremony honoring Admiral Christian Ossum is a grand affair, attended by members of numerous noble houses. Among them is the increasingly influential House Rao. The great hall is filled with quiet murmurs of condolences and speeches extolling the Admiral's virtues, his dedication to the Hegemony and his loyalty.

Throughout the event, no one dares to mention how the information leading to his remains was obtained. It’s an unspoken agreement, a shared understanding that some truths are best left unspoken.

A banquet follows the ceremony, transforming the somber atmosphere into one of camaraderie and celebration. The clinking of glasses, the low hum of music, and the laughter of nobles fill the air. Stories are shared, toasts are made, and bonds between houses are reaffirmed. The event becomes as much about the living as it is about honoring the dead.",hegtales_Quest3_ReturnRet9:Continue,
hegtales_Quest3_ReturnRet9,DialogOptionSelected,$option == hegtales_Quest3_ReturnRet9,ShowImageVisual ossum_castle,"You navigate the crowd with quiet grace, exchanging nods and pleasantries but remaining an outsider to the intricate dance of noble politics. Eventually, the festivities wind down, and you find yourself stepping away from the opulence of Ossum Castle. You finally return to your shuttle.

As the shuttle ascends, you take a moment to reflect. The day has been one of closure for the Ossum family and a reminder of the complex web of duty, honor, and sacrifice that binds the Hegemony together. Yet, for you, it’s another day.",hegtales_Quest3_ReturnEnd:Continue,
,,,,,,
,,,,,,
hegtales_Quest3_ReturnEnd,DialogOptionSelected,$option == hegtales_Quest3_ReturnEnd,BeginConversation hegtales_borealis,"A few hours later, your comms officer informs you of an incoming transmission from Borealis. Though he appears immersed in his work, the presence of a half-empty bottle of Eventide brandy nearby suggests he’s taken a moment to unwind after the day’s events.

""Captain $playerLastName."" his tone measured but carrying a hint of warmth. ""House Ossum is sending you the reward for your mission, as previously agreed. The transfer should be completed shortly.""",hegtales_Quest3_ReturnEnd2:Continue,
hegtales_Quest3_ReturnEnd2,DialogOptionSelected,$option == hegtales_Quest3_ReturnEnd2,"AddStoryPoints 1

$global.hegtales_Quest3_missionCompleted = true
Call $global.hegtales_Quest3_ref updateStage

AddTextSmall ""--With this quest finished, you are the new member of House Ossum and you have finished 'Tales from the Hegemony' for now! Borealis has a lot of dialogue and some interesting things!--"" grey
SetTextHighlights House Ossum","He pauses briefly, his green eyes meeting yours through the screen. Then, with a weighty tone, he continues, ""And there is another reward. As the patriarch of House Ossum, I hereby declare you a member of House Ossum from this day forward. Your deeds have earned you this honor. If you need anything, resources, protection, or counsel, know that House Ossum will stand behind you.""

A faint smile crosses his lips as he raises a glass. ""Have a nice day, $playerFirstName of House Ossum.""",cutCommLink: Cut the comm link,
,,,,,,
,,,,,,
greetingBorealisIgnoreCallLow,PickGreeting,"$id == hegtales_borealis score:600
$global.hegtales_Quest3_missionCompleted
RepLTE hegemony NEUTRAL","ShowImageVisual house_ossum

AddTextSmall ""Maybe it's due your low standing with the Hegemony?"" gray","Your call connects to an automated receiver.

An animated Skull spins endlessly on your display. After half a minute the call is rejected.",cutCommLink:Close comms,
greetingBorealisIgnoreCallSindrian,PickGreeting,"$id == hegtales_borealis score:600
$global.hegtales_Quest3_missionCompleted
$player.fcm_faction == sindrian_diktat","ShowImageVisual house_ossum

AddTextSmall ""Clearly it's due your commission"" gray","Your call connects to an automated receiver.

An animated Skull spins endlessly on your display. After half a minute the call is rejected.",cutCommLink:Close comms,
greetingBorealisIgnoreCall,PickGreeting,$id == hegtales_borealis score:100,ShowImageVisual house_ossum,"Your call connects to an automated receiver.

An animated Skull spins endlessly on your display. After half a minute the call is rejected.",cutCommLink:Close comms,
hegtales_borealisGreeting,PickGreeting,"$id == hegtales_borealis
$global.hegtales_Quest3_missionCompleted score:500","ShowPersonVisual
FireAll PopulateOptions","Your comms connect to the office of Admiral Borealis Ossum, Councillor of the Hegemony Council.

His bright green eyes turn to look at you through the screen.

""Captain $playerName.""
OR
Your comms connect to the office of Admiral Borealis Ossum, Councillor of the Hegemony Council.

He seems to speaking with another officer before he glances at you.

""Captain $playerName. What do you need today?""",,
hegtales_borealisGreetingPrima,PickGreeting,"$id == hegtales_borealis
$global.hegtales_Quest3_missionCompleted 
$global.recruited_prima score:1000","ShowPersonVisual
FireAll PopulateOptions","Your comms connect to the office of Admiral Borealis Ossum, Councillor of the Hegemony Council.

His bright green eyes turn to look at you through the screen.

""Captain $playerName.""
OR
Your comms connect to the office of Admiral Borealis Ossum, Councillor of the Hegemony Council.

He seems to speaking with another officer before he glances at you.

""Captain $playerName. How's Prima doing?""",,
hegtales_borealisGreetingFamilyFirst,PickGreeting,"$id == hegtales_borealis
$global.hegtales_Quest3_missionCompleted 
$global.hegtales_house_ossum_start score:1500
!$Borealisfamilygreet","ShowPersonVisual
$Borealisfamilygreet = true
SetPersonHidden hegtales_hannah false
SetPersonHidden hegtales_australis false

AdjustRepPerson hegtales_australis COOPERATIVE 75
AdjustRepPerson hegtales_borealis COOPERATIVE 75
AdjustRepPerson hegtales_hannah COOPERATIVE 75

FireAll PopulateOptions","Your comms connect to the office of Admiral Borealis Ossum, Councillor of the Hegemony Council, your uncle.

He seems to speaking with another officer before he glances at you.

""You are finally back $playerName. Your mother has missed you, you should call her more often... I have heard your... problems in Galatia. I am glad that problem is over us now.""",,
hegtales_borealisGreetingFamily,PickGreeting,"$id == hegtales_borealis
$global.hegtales_Quest3_missionCompleted 
$global.hegtales_house_ossum_start score:1400","ShowPersonVisual

FireAll PopulateOptions","Your comms connect to the office of Admiral Borealis Ossum, Councillor of the Hegemony Council, your uncle.

He seems to speaking with another officer before he glances at you.

""Your mother is going to kill me if she finds out... How can I help you?""
OR
Your comms connect to the office of Admiral Borealis Ossum, Councillor of the Hegemony Council.

He seems to speaking with another officer before he glances at you.

""Captain $playerFirstname are you doing well? We are proud of you.""
",,
,,,,,,
hegtales_borealistalkQuestionsInspectionCom,PopulateOptions,"$id == hegtales_borealis
$global.hegtales_Quest3_missionCompleted score:500
!$player.discussedHegemonyDefeat",,,"5:hegtales_borealistalk_inspection:""Can you stop the AI Inspections?""",
hegtales_borealistalkQuestionsInspection2Ossum,DialogOptionSelected,"$option == hegtales_borealistalk_inspection
$global.hegtales_house_ossum_start score:800","SetEnabled hegtales_borealistalk_inspectionEnd false
SetTooltip hegtales_borealistalk_inspectionEnd ""You need have at least FRIENDLY relations with the Hegemony or to be commisioned by them.""
FireBest AustralisAIcheck","He raises an eyebrow, his surprise evident as he processes your request. It's clear from his demeanor that such an exception is far from routine. The mention of AI, outlawed by Hegemony law, immediately shifts the atmosphere in the room.

He leans forward slightly, his tone firm but not yet dismissive. ""Do you really think that I would allow this to happen?"" he asks, his voice carrying the weight of authority and years of adherence to the Hegemony's strict policies, maybe even his own Luddic faith.

""You are a member of t his family and your standing with the Hegemony have earned you a degree of trust, but this... This is a line not crossed lightly. Explain yourself, kid. Convince me why this should even be considered.""","hegtales_borealistalk_inspectionEnd: ""Come on uncle!""
hegtales_borealistalk_inspectionLeave: ""No, I will deal it another way.""",
hegtales_borealistalkQuestionsInspection2,DialogOptionSelected,$option == hegtales_borealistalk_inspection,"SetEnabled hegtales_borealistalk_inspectionEnd false
SetTooltip hegtales_borealistalk_inspectionEnd ""You need have at least FRIENDLY relations with the Hegemony or to be commisioned by them.""
FireBest AustralisAIcheck","He raises an eyebrow, his surprise evident as he processes your request. It's clear from his demeanor that such an exception is far from routine. The mention of AI, outlawed by Hegemony law, immediately shifts the atmosphere in the room.

He leans forward slightly, his tone firm but not yet dismissive. ""Do you really think that I would allow this to happen?"" he asks, his voice carrying the weight of authority and years of adherence to the Hegemony's strict policies, maybe even his own Luddic faith.

""Your contributions to House Ossum and your standing with the Hegemony have earned you a degree of trust, but this... This is a line not crossed lightly. Explain yourself, Captain. Convince me why this should even be considered.""","hegtales_borealistalk_inspectionEnd: ""I am part of the family, right?""
hegtales_borealistalk_inspectionLeave: ""No, I will deal it another way.""",
hegtales_borealistalkQuestionsInspection2Com,DialogOptionSelected,"$option == hegtales_borealistalk_inspection
$player.fcm_faction == hegemony score:100","SetEnabled hegtales_borealistalk_inspectionEnd false
SetTooltip hegtales_borealistalk_inspectionEnd ""You need have at least FRIENDLY relations with the Hegemony or to be commisioned by them.""
FireBest AustralisAIcheckCom","He raises an eyebrow, his surprise evident as he processes your request. It's clear from his demeanor that such an exception is far from routine. The mention of AI, outlawed by Hegemony law, immediately shifts the atmosphere in the room.

He leans forward slightly, his tone firm but not yet dismissive. ""Do you really think that I would allow this to happen?"" he asks, his voice carrying the weight of authority and years of adherence to the Hegemony's strict policies, maybe even his own Luddic faith.

""Your contributions to House Ossum and your standing with the Hegemony have earned you a degree of trust, but this... This is a line not crossed lightly. Explain yourself, Captain. Convince me why this should even be considered.""","hegtales_borealistalk_inspectionEnd: ""I am part of the Hegemony, right?""
hegtales_borealistalk_inspectionLeave: ""No, I will deal it another way.""",
hegtales_borealistalkQuestionsInspectionEnd,DialogOptionSelected,$option == hegtales_borealistalk_inspectionEnd,"hegShowQuestIntel stopAIstuff
$player.defeatedHegemony = true
$defeatedHegemony = true
$player.discussedHegemonyDefeat = true

AddTextSmall ""--The Hegemony won't bother you anymore about AI inspections.--"" gray 
SetTextHighlights AI inspections
AddTextSmall ""--But if you have the crisis going it will still progress!..--"" highlight ","His nod is slow and deliberate, a sign of reluctant acknowledgment.

""Alright,"" he begins, ""I get it. You've proven yourself to the family. You've dealt with Defectum, earned your place among us, and now you're asking for something that goes against everything the Hegemony stands for.""

""AI use is... mostly a matter of principle; for the common citizen. But... I'll speak with the rest of the Council and the Hegemon about this. If they agree, you might get your exception. But understand this, Captain—this is no small favor. If you misuse this trust, even your ties to this family won't save you.""

""Do not make me regret this.""",cutCommLink: Cut the comm link,
hegtales_borealistalkQuestionsInspectionCheck,AustralisAIcheck,"RepGTE hegemony FRIENDLY
$player.numColonies > 0","SetEnabled hegtales_borealistalk_inspectionEnd true
SetTooltip hegtales_borealistalk_inspectionEnd ""This is available due your High Hegemony Relations.""",,,
hegtales_borealistalkQuestionsInspectionComCheck,AustralisAIcheckCom,"$player.fcm_faction == hegemony
$player.numColonies > 0","SetEnabled hegtales_borealistalk_inspectionEnd true
SetTooltip hegtales_borealistalk_inspectionEnd ""This is available due your commision.""",,,
hegtales_borealistalkQuestionsInspectionCancel,DialogOptionSelected,$option == hegtales_borealistalk_inspectionLeave,FireAll PopulateOptions,"""Understood.""",,
hegtales_borealistalkQuestionsNoColony,DialogOptionSelected,"$option == hegtales_borealistalk_inspection score:1000
$player.numColonies == 0",SetEnabled hegtales_borealistalk_inspection false,"He quints his eyes at you.

""You don't have any planets, colonies or entities under your control. The Hegemony does not have the resources to search every individual, you should be fine for now.""",,
,,,,,,
,,,,,,
"hegtales_borealistalk_start
",PopulateOptions,"$id == hegtales_borealis score:1000
$global.hegtales_Quest3_missionCompleted score:500
!$global.hegtales_house_ossum_start",,,"hegtales_borealistalk:""I want to know more about your house.""",
hegtales_borealistalk_startOssum,PopulateOptions,"$id == hegtales_borealis score:1000
$global.hegtales_Quest3_missionCompleted score:500
$global.hegtales_house_ossum_start score:1500",,,"hegtales_borealistalk:""I want to know more about our house.""",
hegtales_borealistalk,DialogOptionSelected,$option == hegtales_borealistalk,"FireAll hegtales_borealistalkQuestions
SetShortcut hegtales_borealistalkQuestionsCancel ""ESCAPE""
",,,
hegtales_borealis_aicores,PopulateOptions,"$id == hegtales_borealis score:1000
$global.hegtales_Quest3_missionCompleted
#AICores personCanAcceptCores",FireBest DisableTurnInCoresOptionIfNeeded,,"10:aiCores_startTurnIn:""I'd like to turn in these AI cores that I've acquired...""",
hegtales_borealis_aicoresBorealis,DialogOptionSelected,"$option == aiCores_startTurnIn
$id == hegtales_borealis score:1000",FireAll PopulateCoresTurnInOptions,"""I do not like that you have these cores in your possession, $PlayerName, but it's good that you want to give them to House Ossum.""",,
hegtales_borealis_askForCommissionOpt,PopulateOptions,"$id == hegtales_borealis score:100
$global.hegtales_Quest3_missionCompleted score:500
!Commission hasFactionCommission",,,"20:cmsn_askCommission:""I'd like to be commissioned by $theFaction""",
hegtales_borealis_resignCommissionOpt,PopulateOptions,"$id == hegtales_borealis score:100
$global.hegtales_Quest3_missionCompleted score:500
Commission hasFactionCommission",,,"20:cmsn_resignCommission:""I'd like to resign my $faction commission""",
hegtales_boreali_tax,PopulateOptions,"$id == hegtales_borealis score:1000
$global.hegtales_Quest3_missionCompleted score:500
!$taxedborealis",,,"hegtales_boreali_tax2:""I'd like to file my quarterly taxes...""",
hegtales_boreali_tax2,DialogOptionSelected,$option == hegtales_boreali_tax2,"SetEnabled hegtales_boreali_tax2 false
$taxedborealis = true","He fixes you with a cold, piercing stare, his expression a mask of barely contained ire. For a moment, it feels as though he might lash out, but then, with a sharp exhale he releases the tension.

""You have a way of testing my patience.""

""But I won't waste my energy on anger. Say what you came here to say, and let’s get this over with.""",,
,,,,,,
hegtales_borealiscake,PopulateOptions,"$id == hegtales_borealis score:1000
HEG_HasModId uaf score:100","SetEnabled hegtales_borealiscakegift false

SetTooltip hegtales_borealiscakegift ""You need a Premium Choco Lava Package.""

FireAll hegtales_borealis_cakecheck",,"1:hegtales_borealiscakegift:""Would you like a cake?""",
hegtales_borealiscakegift,hegtales_borealis_cakecheck,PlayerHasCargo uaf_bakery_choco_lava,SetEnabled hegtales_borealiscakegift true,,,
hegtales_borealiscakegiftAlreadyMade,DialogOptionSelected,"$option == hegtales_borealiscakegift
PlayerHasCargo uaf_bakery_choco_lava
$borealiscakeoffered score:100",SetEnabled hegtales_borealiscakegift false,"Borealis shakes his head gently.

""I cannot accept the gift, Ludd taught us moderation, and as a follower of his teachings, I must uphold that principle. It would set a bad precedent if I let my children indulge too much, even in something as simple as cake.""

""Your thoughtfulness is appreciated, Captain. But perhaps this gift could be shared among your own crew. They deserve such kindness.""",,
hegtales_borealiscakegiftGood,DialogOptionSelected,"$option == hegtales_borealiscakegift
PlayerHasCargo uaf_bakery_choco_lava","AdjustRepActivePerson FRIENDLY 10
AddRemoveCommodity uaf_bakery_choco_lava -1 true
$borealiscakeoffered = true 60
SetEnabled hegtales_borealiscakegift false","Borealis immediately raises an eyebrow, giving you an expression so unique and fleeting that it might never be seen again.

""A cake?"" he repeats. Then, after a moment he nods. ""Yes... Of course. I’ll share it with my wife and children. They’ll appreciate the gesture.""

""You have my thanks, Captain $PlayerName. I’ll send a cadet in a shuttle to retrieve it shortly. And... I suppose I’ll have to ensure they don’t eat it on the way back.""",,
,,,,,,
hegtales_borealistalkQuestionsBorealisStart,hegtales_borealistalkQuestions,,,,"hegtales_borealistalkQuestionsBorealis:""Tell me about yourself.""",
hegtales_borealistalkQuestionEventideStart,hegtales_borealistalkQuestions,,,,"hegtales_borealistalkQuestionsEventide:""What can you tell me about Eventide?.""",
hegtales_borealistalkQuestionsLuddicStart,hegtales_borealistalkQuestions,,,,"hegtales_borealistalkQuestionsLuddic:""Are you a Luddic?""",
hegtales_borealistalkQuestionsDaudStart,hegtales_borealistalkQuestions,,,,"hegtales_borealistalkQuestionsHegemon:""What can you tell me about the High Hegemon?""",
hegtales_borealistalkQuestionsCouncilStart,hegtales_borealistalkQuestions,,,,"hegtales_borealistalkQuestionsCouncil:""How did you become part of the Council?",
hegtales_borealistalkQuestionsIronShellStart,hegtales_borealistalkQuestions,HEG_HasModId timid_xiv score:100,,,"hegtales_borealistalkQuestionsIronShell:""What do you think of Iron Shell?""",
hegtales_borealistalkQuestionsLordofBonesStart,hegtales_borealistalkQuestions,!$askedlordofbones,,,"hegtales_borealistalkQuestionsLordOfBones:""Why do they call you the Lord of Bones?""",
,,,,,,
hegtales_borealistalkQuestionsCancelStart,hegtales_borealistalkQuestions,,"SetShortcut hegtales_borealistalkQuestionsCancel ""ESCAPE""",,"hegtales_borealistalkQuestionsCancel:""That would be all.""",
,,,,,,
hegtales_borealis_recruit_prima_Start,PopulateOptions,"$id == hegtales_borealis
$global.hegtales_Quest3_missionCompleted
!$global.recruited_prima",,,"0:hegtales_recruit_prima:""Do you have any officers that can help me?""",
hegtales_borealis_recruit_prima_fail,DialogOptionSelected,"$option == hegtales_recruit_prima
$id == hegtales_borealis","AddTextSmall ""Your reputation with Borealis is low. It should be friendly or higher."" gray
SetEnabled hegtales_recruit_prima false","Borealis lifts an eyebrow.

""Even if you are a member of this family... I cannot allow it. Not now at least.""",,
hegtales_borealis_recruit_prima,DialogOptionSelected,"$option == hegtales_recruit_prima score:1000
$id == hegtales_borealis
$rel > 0.49","HEG_prima

AddTextSmall ""\""This is Prima Ossum, my second cousin once removed, she will join you as a regular officer.\""""

SetTextHighlights Prima officer

AddTextSmall ""\""I expect you to take good care of her.\""""

AddTextSmall ""Prima can have 1 extra elite skill and her max level is 8 by default.""

SetTextHighlights 1 extra elite skill 8 max level


SetShortcut hegtales_borealis_recruit_prima_no ""ESCAPE""","Borealis seems to think for a moment, before simply calling from his tripad. ""Prima get here.""","0:hegtales_borealis_recruit_prima_yes:Let her join
1:hegtales_borealis_recruit_prima_no:""Not at the moment.""",
hegtales_borealis_recruit_prima1,DialogOptionSelected,$option == hegtales_borealis_recruit_prima_yes,"#FireAll PopulateOptions
$global.recruited_prima = true","Prima seems to be enthusiastic about her new tasks, as you hand her a tripad with the current status of your fleet.

""Good. Teach her how to manage a fleet and be a good officer. I trust your judgment."" Borealis speaks as Prima salutes him.",hegtales_borealis_recruit_prima2:Continue,
hegtales_borealis_recruit_prima2,DialogOptionSelected,$option == hegtales_borealis_recruit_prima2,"BeginConversation hegtales_recruit_prima
AdjustRepPerson hegtales_recruit_prima COOPERATIVE 40
HEG_prima 1","Prima strides onto the bridge, her polished uniform and confident demeanor reflecting the pride of House Ossum.

She halts before you and delivers a wonderfully choreographed Hegemony salute.

""Lieutenant Prima of House Ossum, reporting for duty, Captain $playerName!""

You nod in acknowledgment, before sending her to get acquainted with the rest of the officers and settle in.",hegtales_borealis_recruit_prima3:Return to Borealis,
